iter	Passed	Remaining
684	1366	628
685	1369	626
686	1371	624
687	1373	623
688	1376	621
689	1378	619
690	1381	617
691	1383	615
692	1386	614
693	1388	612
694	1391	610
695	1393	608
696	1396	607
697	1398	605
698	1401	603
699	1403	601
700	1405	599
701	1408	597
702	1410	596
703	1413	594
704	1415	592
705	1417	590
706	1420	588
707	1422	586
708	1424	584
709	1427	583
710	1430	581
711	1432	579
712	1434	577
713	1437	575
714	1439	573
715	1442	572
716	1445	570
717	1447	568
718	1450	566
719	1452	564
720	1454	562
721	1457	561
722	1459	559
723	1462	557
724	1464	555
725	1466	553
726	1469	551
727	1471	549
728	1474	548
729	1476	546
730	1479	544
731	1482	542
732	1484	540
733	1487	538
734	1489	537
735	1492	535
736	1493	533
737	1496	531
738	1498	529
739	1501	527
740	1503	525
741	1505	523
742	1508	521
743	1510	519
744	1513	517
745	1515	515
746	1517	514
747	1520	512
748	1522	510
749	1525	508
750	1527	506
751	1529	504
752	1532	502
753	1534	500
754	1537	498
755	1539	496
756	1542	495
757	1544	493
758	1546	491
759	1549	489
760	1551	487
761	1554	485
762	1556	483
763	1559	481
764	1561	479
765	1563	477
766	1566	475
767	1568	473
768	1570	471
769	1573	470
770	1575	468
771	1578	466
772	1580	464
773	1583	462
774	1585	460
775	1588	458
776	1590	456
777	1593	454
778	1595	452
779	1598	450
780	1601	448
781	1603	446
782	1605	445
783	1608	443
784	1610	441
785	1612	439
786	1615	437
787	1617	435
788	1620	433
789	1622	431
790	1624	429
791	1627	427
792	1630	425
793	1632	423
794	1634	421
795	1637	419
796	1639	417
797	1641	415
798	1644	413
799	1646	411
800	1649	409
801	1651	407
802	1653	405
803	1655	403
804	1657	401
805	1660	399
806	1663	397
807	1665	395
808	1667	393
809	1670	391
810	1672	389
811	1675	387
812	1677	385
813	1679	383
814	1682	381
815	1684	379
816	1687	377
817	1689	375
818	1692	374
819	1694	372
820	1697	370
821	1699	368
822	1701	365
823	1703	363
824	1706	361
825	1708	359
826	1711	357
827	1713	356
828	1716	353
829	1718	351
830	1719	349
831	1722	347
832	1724	345
833	1727	343
834	1729	341
835	1731	339
836	1734	337
837	1736	335
838	1739	333
839	1741	331
840	1743	329
841	1746	327
842	1748	325
843	1750	323
844	1754	321
845	1756	319
846	1759	317
847	1762	315
848	1764	313
849	1768	312
850	1770	310
851	1774	308
852	1777	306
853	1779	304
854	1781	302
855	1784	300
856	1787	298
857	1790	296
858	1793	294
859	1796	292
860	1798	290
861	1801	288
862	1804	286
863	1806	284
864	1809	282
865	1811	280
866	1814	278
867	1817	276
868	1820	274
869	1823	272
870	1826	270
871	1828	268
872	1831	266
873	1834	264
874	1837	262
875	1840	260
876	1843	258
877	1845	256
878	1848	254
879	1850	252
880	1853	250
881	1855	248
882	1858	246
883	1861	244
884	1863	242
885	1866	240
886	1869	238
887	1871	236
888	1874	233
889	1877	232
890	1879	229
891	1882	227
892	1885	225
893	1888	223
894	1890	221
895	1893	219
896	1895	217
897	1898	215
898	1900	213
899	1903	211
900	1905	209
901	1908	207
902	1910	205
903	1912	203
904	1915	201
905	1917	198
906	1920	196
907	1922	194
908	1925	192
909	1927	190
910	1930	188
911	1932	186
912	1935	184
913	1937	182
914	1939	180
915	1942	178
916	1944	176
917	1946	173
918	1949	171
919	1952	169
920	1954	167
921	1957	165
922	1959	163
923	1961	161
924	1964	159
925	1966	157
926	1969	155
927	1971	152
928	1974	150
929	1976	148
930	1978	146
931	1981	144
932	1983	142
933	1986	140
934	1988	138
935	1991	136
936	1993	134
937	1996	131
938	1998	129
939	2001	127
940	2003	125
941	2006	123
942	2009	121
943	2011	119
944	2014	117
945	2016	115
946	2019	113
947	2022	110
948	2024	108
949	2027	106
950	2030	104
951	2032	102
952	2035	100
953	2037	98
954	2040	96
955	2042	94
956	2045	91
957	2048	89
958	2051	87
959	2054	85
960	2056	83
961	2059	81
962	2061	79
963	2064	77
964	2067	74
965	2069	72
966	2072	70
967	2074	68
968	2077	66
969	2080	64
970	2082	62
971	2085	60
972	2088	57
973	2090	55
974	2093	53
975	2095	51
976	2098	49
977	2100	47
978	2103	45
979	2105	42
980	2108	40
981	2111	38
982	2114	36
983	2117	34
984	2119	32
985	2122	30
986	2125	27
987	2128	25
988	2131	23
989	2134	21
990	2136	19
991	2139	17
992	2141	15
993	2144	12
994	2147	10
995	2150	8
996	2152	6
997	2155	4
998	2158	2
999	2160	0
